"Status","Source","Bid Multiplier","Inventory","Opportunities","Target Rate","Bids","Bid Rate","Impressions","Clicks","Leads","Calls","CTR","Avg Bid","CPC","Spend","Win Rate","Bound","Bound CVR","Bound CPA","Bound Rev","Bound ROAS","Contacted","Contacted CVR","Contacted CPA","Contacted Rev","Contacted ROAS","Quote","Quote CVR","Quote CPA","Quote Rev","Quote ROAS","Profit","CM"
"Active","Tier 1","100%","63","3","4.76%","0","0%","0","0","0","0","0%","$0.00","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Tier 2","100%","12","2","16.66%","0","0%","0","0","0","0","0%","$0.00","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Tier 3","100%","92","3","3.26%","0","0%","0","0","0","0","0%","$0.00","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Home Search","100%","8","0","0%","0","0%","0","0","0","0","0%","$0.00","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 3","100%","28,040","725","2.58%","107","14.75%","14","2","1","0","14.28%","$7.49","$10.36","$20.73","1.87%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 4","100%","2,469","44","1.78%","3","6.81%","0","0","0","0","0%","$13.68","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","NA","100%","34","6","17.64%","6","100%","0","0","0","0","0%","$17.52","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 6","100%","2,222","46","2.07%","10","21.73%","1","0","0","0","0%","$16.56","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 7","100%","1,768","54","3.05%","1","1.85%","0","0","0","0","0%","$6.01","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 5","100%","7,231","262","3.62%","27","10.3%","0","0","0","0","0%","$9.47","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 2B","100%","751","25","3.32%","0","0%","0","0","0","0","0%","$0.00","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 5B","100%","6,894","259","3.75%","16","6.17%","0","0","0","0","0%","$9.17","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Home SearchB","100%","14","0","0%","0","0%","0","0","0","0","0%","$0.00","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Email B","100%","13,346","318","2.38%","66","20.75%","4","1","1","0","25%","$10.33","$6.91","$6.91","1.52%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 5B2","100%","43","0","0%","0","0%","0","0","0","0","0%","$0.00","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Benepath - Google Search","100%","43","2","4.65%","2","100%","0","0","0","0","0%","$11.51","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Benepath - Paid Search","100%","0","0","0%","0","0%","0","0","0","0","0%","$0.00","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Benepath - Social","100%","0","0","0%","0","0%","0","0","0","0","0%","$0.00","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 5A","100%","1,485","31","2.08%","5","16.12%","0","0","0","0","0%","$12.46","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 4B","100%","627","16","2.55%","0","0%","0","0","0","0","0%","$0.00","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Referral 3","100%","4,161","101","2.42%","44","43.56%","7","3","3","1","42.85%","$10.50","$11.85","$35.55","6.82%","0","0%","$0.00","$0.00","0.00","1","33.333%","$35.55","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 5D","100%","16,084","430","2.67%","59","13.72%","0","0","0","0","0%","$9.82","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Test","100%","0","0","0%","0","0%","0","0","0","0","0%","$0.00","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 5D2","100%","7,776","148","1.9%","14","9.45%","0","0","0","0","0%","$10.09","$0.00","$0.00","0%","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
"Active","Email","90%","85,799","1,837","2.14%","492","26.78%","44","18","15","3","40.9%","$7.32","$7.76","$139.78","3.66%","0","0%","$0.00","$0.00","0.00","3","16.667%","$46.59","$0.00","0.00","2","11.111%","$69.89","$0.00","0.00","$0.00","0%"
"Active","Premium Paid Search 2","85%","54,828","1,534","2.79%","360","23.46%","33","14","12","1","42.42%","$7.17","$9.74","$136.39","3.89%","0","0%","$0.00","$0.00","0.00","1","7.143%","$136.39","$0.00","0.00","1","7.143%","$136.39","$0.00","0.00","$0.00","0%"
"Active","Premium Referral","65%","192,990","5,695","2.95%","1,642","28.83%","175","41","27","2","23.42%","$7.47","$8.82","$361.71","2.5%","0","0%","$0.00","$0.00","0.00","3","7.317%","$120.57","$0.00","0.00","0","0%","$0.00","$0.00","0.00","$0.00","0%"
